,multi,text,has_url,comments,pics,source,likes,time,reposts,user.verified,user.description,user.gender,user.messages,user.followers,user.location,user.time,user.friends,user.verified_type,multi_type,user,rumor
2331,,【新闻】吃货们！！请立即停止使用微波炉！！！！去德国的确看到他们国家的家庭中几乎看不到微波炉，大家都知道微波炉的危害之大，所以都不用，女儿告诉我不要再用了，我还不当回事，习惯吃热饭，又懒得蒸，看到下面这篇文~！！ http://t.cn/zjtHGPT (8.weibo.com),True,162,0,微吧,2,1354248057,625,True,True,f,2773.0,3005.0,北京 东城区,1284626098.0,684.0,0.0,,,1
2332,,@张杰 @林俊杰 @文章同學 ，这分明是一个缠绵悱恻，纠葛凄美的爱情故事啊，你爱我，我爱他，他爱你，你们这样真的好吗[偷笑],False,26,3,iPhone客户端,8,1387122515,228,False,True,f,17993.0,8522.0,其他,1265870716.0,374.0,220.0,,,0
2333,,這兩天快瘋了!!!因江蘇迫不及待要播出薛平貴與王寶釧.提早4月29日(也可能4月28日)播出.所以地面也提早了.可能4月18日山東齊魯.廣東珠江.湖南經視.河北4佳齊播!!!請大家隨時注意!也請大家廣為宣傳!!!也請密切注意電視台的預告時間!!!,False,50,1,微博 weibo.com,1,1334332695,77,True,True,m,1552.0,30856.0,上海,1294677477.0,249.0,0.0,,,0
2334,,#间桐雁夜#的话……大概会失去参加#人生系列#的资格吧……,False,28,1,微博 weibo.com,9,1357568620,399,False,True,f,363.0,8797.0,海外 新加坡,1289021538.0,296.0,-1.0,topic,,0
2335,,【天津惊现新型“大杂院” 一层70户！】下图为天津某楼盘单层平面图，绝对碉堡了！一层70户啊！每个颜色代表一个户型，亮点在绿色和蓝色的G、H户型，这个户型窗户在细缝处，细缝宽度只有1米啊！民水民电不限购，最便宜的15万一套！via@售楼日记 这是要上演新版“72家房客”吗！@建筑师王刚@赵虹工作室,False,84,1,iPad客户端,0,1346056804,327,True,True,m,24590.0,512445.0,北京 朝阳区,1258506859.0,2004.0,3.0,,,0
2336,,最后一期的“潮男夜话”《第二人称》，有心的朋友应该猜到了，其实“你”就是指的《大武汉》。于公，算是一封不便直说的辞职信吧；于私，也是给朋友们一个交代，道个别，谢谢你们喜欢看我絮絮叨叨的文字，或者不喜欢，也没关系。来日方长，我会努力在白纸黑字的世界里，尽快与大家重聚。,False,201,1,微博 weibo.com,10,1361030220,184,False,True,m,4669.0,17594.0,湖北 武汉,1268924059.0,772.0,-1.0,,,0
2337,,我对韩寒的批评基本都集中在学术和一般的行为规范范围：韩三篇，麦田对他质疑时的风度与表现，分量最重的，也不过是当年萌芽参赛的程序问题。我主张维护方舟子质疑的权利，但也不完全赞成舟子所有的质疑内容。所谓韩黑方粉都谈不上，你们尽可排队如伙，宣誓效忠。但是我，练的是迷踪拳，逍遥派。,False,221,0,微博 weibo.com,0,1337688146,150,True,True,m,28155.0,675225.0,北京 海淀区,1260862310.0,1102.0,0.0,,,0
2338,,#新白发魔女传#探班记之二：今早，猪猪RP爆发，在楼梯口看到老大，并Say Hello，羡慕死我了[抓狂][抓狂]，半小时后在大堂碰到老大，老大给签名，签到第3张，某人一愣，假装弹烟灰，原因何在，请看下图[偷笑]@Mobius粉猪猪林,False,83,1,iPhone客户端,0,1336048042,352,False,True,f,71616.0,1566.0,上海 闵行区,1321531885.0,1218.0,220.0,topic,,0
2339,,2013年新假币…………速速转发你身边的朋友，让他们别上当了。。。@江宁公安在线,False,18,1,微博 weibo.com,0,1358269280,141,False,False,m,1640.0,1382.0,浙江 杭州,1276787638.0,596.0,220.0,,,1
2340,,一切有权力的人都会滥用权力，这是万古不易的经验。要防止滥用权力，就必须以权力约束权力。——孟德斯鸠 晚安。,False,98,1,皮皮时光机,16,1358956683,280,True,True,m,63870.0,21025884.0,北京,1251721602.0,1698.0,3.0,,,0
2341,,【职场要抛弃的5种心理】1.我付出这么多为什么得这么少？（很多时候原因在自己）；2.我只做与工资相称的工作（那就永远拿那份工资吧）；3.那是领导想的事（注定永远不能当领导）；4.不是我份内事我不做（下次别想要同事帮忙）；5.我已经很辛苦明天再做吧（往往这一耽误就失去机会）,False,45,1,微博 weibo.com,7,1358177566,474,True,True,m,15369.0,644297.0,广东 广州,1318347904.0,186.0,0.0,,,0
2342,,【逝者[蜡烛]】≪外来媳妇本地郎≫导演之一刘效国日前因病入院，今天早上10:30逝世。感谢刘导演为我们带来好作品。《外来媳妇本地郎》陪伴广东年轻一代成长，看过这部电视剧的同学，请为刘导点上一根蜡烛。一路走好[蜡烛]。,False,812,1,享拍微博通,85,1369497550,979,True,True,m,87689.0,6733861.0,广东,1260673535.0,770.0,3.0,,,0
2343,,#震惊君夜话#你第一次去电影院看的电影是____________,False,1221,1,微博 weibo.com,63,1375890857,777,True,True,m,73620.0,26120132.0,海外 美国,1278927497.0,1200.0,0.0,topic,,0
2344,,【中传爆笑辩论赛】唇枪舌吻，雄辩中传！本期的辩题是：广院到底是女生地位高还是男生地位高？历史潮流浩浩淫荡，自古红颜多水货！笑点实在太多了，广院出淫才啊！http://t.cn/hDGl3t,True,156,0,微博 weibo.com,0,1306417062,778,True,True,m,65229.0,8356898.0,北京 海淀区,1251448510.0,2025.0,3.0,,,0
2345,,别问我是否还是朋友，那些美好或伤心的过往，在分手一刻就碎了一地，拼不回昨天，也撑不起友情的明天；别再试探你在我心中的位置，你见过我爱得最傻的模样的，是怎样不留后路，破釜沉舟；别祝我幸福，这个世界上最没资格说这句话的人就是你。记住，你一定要幸福，否则辜负了我的退出。,False,88,1,皮皮时光机,0,1336661952,966,False,True,f,14732.0,711541.0,江苏,1280765698.0,524.0,-1.0,,,0
2346,,前方记者带来的诺基亚N9首测，速度很快有木有？[鼓掌]http://t.cn/a9l5jJ,True,107,1,微博 weibo.com,0,1308644221,285,True,True,f,21282.0,1206546.0,北京,1251464401.0,402.0,3.0,,,0
2347,,你进入的圈子越复杂 你所面临的问题越多 你获需的越多 你付出的那部分也随着增加 万事都是利弊共存 得到多余的也不外乎是侥幸 很多事情其实心知肚明 明确什么是你最想追求的 而你愿意为之付出的 选择生命能承受之轻。[咖啡] #香蕉哲学# http://t.cn/zjPCOcc,True,104,1,微博 weibo.com,15,1356708351,420,True,True,m,17805.0,2163413.0,海外,1276608133.0,2131.0,0.0,topic,,0
2348,,【新华社：摊贬受伤确与城管有关！】1４日晚，一则题为《重庆解放碑城市管理者打人》的网帖在多家网站传播。新华社“中国网事”记者在调查中了解到，这一事件果然“有图有真相”，这名水果摊贩摔下梯坎受伤确实与城管有关。http://t.cn/aKkpWv,True,125,1,微博 weibo.com,0,1308205180,359,True,True,m,19154.0,785032.0,海南 海口,1274328168.0,1024.0,3.0,,,0
2349,, @丨Harry-Potter丨 你到底有没有心啊？摸着你的胸毛想想，你究竟该与谁共享一个浴缸！我讨厌你！[悲伤],False,24,0,iPhone客户端,6,1351785418,92,False,True,m,408.0,14079.0,海外 英国,1304770694.0,55.0,-1.0,,,0
2350,,【仅15%公众意见赞成个税3000元起征】全国人大常委会法制工作委员会昨日公布社会公众对个人所得税法修正案草案的意见。数据显示，赞成以3000元作为起征点的占15%，要求修改的占48%，反对的占35%。本月27日，全国人大常委会将再次审议个人所得税法修正案草案。http://t.cn/aKgdMj,True,198,1,微博 weibo.com,0,1308175110,430,True,True,m,118825.0,13818055.0,北京 海淀区,1251448479.0,1447.0,3.0,,,0
2351,,【希拉里：阿萨德应意识到其大势已去】路透社报道，叙利亚问题国际会议今天在日内瓦结束，美国国务卿希拉里刚刚在会后新闻发布会上称，此次会议旨在为后阿萨德时代铺平道路，阿萨德应“极为清晰地”意识到自己执政的日子已屈指可数，若叙政府仍执迷不悟，美国将推动安理会迅速下达严厉的制裁措施。,False,117,0,微博 weibo.com,3,1341081148,280,True,True,m,106281.0,16308161.0,北京 东城区,1292403944.0,626.0,3.0,,,0
2352,,【365个宝宝儿歌，天天一首陪着你】还在网上盲目的搜索优质儿歌资源么？不要浪费时间啦，育网亲子资源频道精心准备了380个全球最好听的儿歌视频推荐给您，琅琅上口的旋律，宝宝爱听，也容易跟着学；短小精悍，便于宝宝记忆>>>http://t.cn/zO2oQVx,True,44,1,微博 weibo.com,7,1348669862,538,True,True,f,16344.0,1117212.0,江苏 南京,1298275700.0,105.0,2.0,,,0
2353,,#央视微评#【“为生命让行”应为交通铁律】今晨，南京卫岗隧道，所有社会车辆都靠边缓行，为一辆救护车让路。避让急救车，既是法规要求，也应是汽车时代的文明自觉。但现实中，以各种理由拒避让的现象并不鲜见，甚至造成过悲剧。对比之下，南京的这一幕风景才更具标本价值：生命至上，应是交通铁律。,False,259,1,微博 weibo.com,551,1378482961,604,True,True,m,74401.0,45382219.0,北京,1331104273.0,1701.0,3.0,topic,,0
2354,,刚看到有人在微信传这条新闻！强烈求证！中国500強企业腾讯CE0、QQ之父、微信创始人马化腾与昨天下午在深圳人民医院因汹酒、过劳后引起心肌梗死去世，享年39岁，个人财产334.2亿人民币⋯生命没有第二次!@深大丁未 @深大就业 我在:http://t.cn/zYMiOxO,True,83,0,红围脖iPhone客户端,4,1360565575,197,True,True,m,4231.0,34982.0,广东,1287896628.0,1983.0,0.0,place,,1
2355,,1111條的微博，真的很感激大家，我雖然難開了這個舞台，但是我已經超級滿足了，每一位歌者都背負他們的理想，一定要尊重，他們都不容易的，情人這首歌送給所有喜歡我的每一個人，歌詞中已經說了我對大家的感覺，大家相識是緣份，這不是結束，生病不是借口，我只知道無論如何都要唱好每一首歌，對吧！,False,3548,0,Android客户端,237,1356278083,709,True,True,m,1551.0,109621.0,香港 其他,1271212573.0,452.0,0.0,,,0
2356,,莫凡为你代言——我是麦田计划志愿者。将于4月20日参加 #一个鸡蛋的暴走#，现将当天本人身上广告位拍卖，胸100元起拍、脸、PP100起、臂50元起拍，19日中午12点拍卖截止，拍卖所得款项将用于支持联劝山区孩子项目。但我不能够确保走完50公里，谨此提醒：广告有风险，投资需谨慎。@麦客种子 @麦田计划,False,164,1,微博 weibo.com,5,1365955112,577,False,True,m,5018.0,4805.0,上海 普陀区,1285927262.0,298.0,-1.0,topic,,0
2357,,【重庆警界内部“黑打”调查】重庆打黑3年，共5600人次警察被处理，重庆警方已低调启动纠错程序。重庆市公安局政治部宣传处负责人近日称，市委市政府和公检法系统正在协调处理“平反”的事，会在合适时间公布方案。被处理警察的申诉中，多称曾遭刑讯逼供。目前已900多人获内部“平反”。详见长微博：,False,132,1,微博 weibo.com,6,1355471424,617,True,True,m,63870.0,21025885.0,北京,1251721602.0,1698.0,3.0,,,0
2358,,【什么是摩羯想要的老公】1、温暖诚实，务实憨厚男；2、有主见，有才华，坚定而又听老婆话；3、对老婆偶尔可爱，偶尔温柔，遇事儿能冲在前面；4、有男人味，给人感觉干净，笑容明朗温暖；5、果断认真，有自己的兴趣和事业；6、需要懂得老婆心的；7、愿意手牵手，一起过一辈子。 ,False,185,1,皮皮时光机,36,1359647711,784,False,True,f,4571.0,320454.0,广东 广州,1313069893.0,41.0,-1.0,,,0
2359,," 他被认为是香港流行音乐新时代的指标人物之一亦被认为是香港流行音乐泰山级人物张学友的接班人,著名实力派粤语流行音乐歌手 演员，曾被美国《时代杂志》形容为影响香港乐坛风格的人物，同时也是继许冠杰、张学友之后第三个获得“歌神”称号的香港男歌手。陈奕迅！！被他的歌感动过的爱他转发吧！！ ",False,229,1,皮皮时光机,0,1345823883,231,True,True,f,171249.0,818224.0,广东 广州,1290826778.0,241.0,0.0,,,0
2360,,昆明新机场发生垮塌，具体伤亡不清楚。春城晚报多路记者正赶往现场和医院。,False,257,0,iPhone客户端,0,1309268996,845,True,True,m,93793.0,3318502.0,云南 昆明,1266976567.0,2085.0,3.0,,,0
2361,,【Sum 41巡演登陆北京】4日，加拿大朋克乐队@SUM41Band 巡演登陆北京。除了演唱《Still Waiting》《Pieces》等代表作，红发主唱Deryck也频繁与观众互动，并把喝的水瓶丢给台下歌迷。观众全程站立并合唱，十分捧场。有趣的是，乐队返场前，还有久等的观众喊出CBA总决赛北京球迷的口号“换苏伟”。(阿文),False,102,1,微博 weibo.com,0,1333552172,270,True,True,f,107150.0,18962907.0,北京 海淀区,1251455500.0,2524.0,3.0,,,0
2362,,邓台-琼斯正在接受著名电台节目《丹-帕特里克秀》电话采访，他又放了一炮：“如果是其他人（受伤）而不是科比，我认为我们根本不会讨论这个问题！”,False,326,0,微博 weibo.com,4,1363362789,152,True,True,m,31605.0,481367.0,海外 美国,1288840923.0,777.0,0.0,,,0
2363,,#天声一队#周笔畅 李尚尚 朱家明《牵手》高清视频 http://t.cn/zOKDB0f,True,191,1,微博 weibo.com,1,1333727767,753,True,True,m,27953.0,3144149.0,湖南 长沙,1274760708.0,888.0,0.0,,,0
2364,,#风小娱de第一现场##钟汉良1130生日快乐##秘密花园# 风行娱乐前线到位~~呼呼~活动即将开始喽~~[好激动],False,47,1,专业版微博,0,1354260140,65,True,True,f,2487.0,3399.0,北京 海淀区,1341309608.0,264.0,5.0,topic,,0
2365,,孩子啊，妈去街上卖点山竹，挣完钱了给你买点肉吃吃，娘知道你一星期没吃到肉了。”重庆一妇女对她孩子说。孩子开心回答：“好啊，中午我在家洗菜淘米，等你回家来烧饭哦” ——想不到半路上遇到城管执法把她推下台阶！竟成了永别！旁边的小贩说，这名妇女卖水果辛苦拉扯3个孩子,False,21,1,微博 weibo.com,1,1368199159,91,False,False,m,4030.0,1362.0,湖南 益阳,1331354750.0,1826.0,-1.0,,,1
2366,,请玻璃心朋友不要动不动就说这是虐狗好吗 这是与宠物的互动和服从性的训练 行啊你家狗狗不训练天天满屋子给擦屎擦尿出去溜达撒手就没半夜乱叫见人就吠就是爱宠之人了我给你点个赞[嘻嘻]我上次看见@微博宠物 转发了个狗主人在狗头上放了个鞋子的图就被批判了 玻璃心伤不起啊[泪],False,528,1,iPhone客户端,237,1367337559,475,True,True,m,2972.0,3231334.0,广东,1279571805.0,255.0,0.0,,,0
2367,,#菁菁喻园#【华中科技大学首部原创电影《断弦》预告片正式发布】经过42天的拍摄，我校首部校园电影《断弦》已正式杀青。v-fun团队于今晚18点正式发布预告片。更多剧照：http://t.cn/ao8Khq “在这个夏天，让我牵着你的手，重温一起走过的日子！”[围观] http://t.cn/ao8Hlr,True,95,0,微博 weibo.com,0,1307268206,431,True,True,m,13124.0,368718.0,湖北 武汉,1259053554.0,302.0,4.0,topic,,0
2368,,#英雄联盟# 4月19日免费英雄更换公告！光辉女郎、皮城女警、魂锁典狱长、哨兵之殇、牛头酋长、深渊巨口、无双剑姬、嗜血猎手、远古巫灵、死亡颂唱者、盖伦、艾希、流浪法师！下周周免你满意吗？[moc顶]详情：http://t.cn/zTMy3pB（分享自 @电竞网）,True,325,1,专业版微博,16,1366212254,575,True,True,f,60634.0,2522342.0,北京,1314332030.0,323.0,0.0,topic,,0
2369,,[围观][围观][围观]即日起，关注城市英雄长沙店，转发国庆节[给力]中国POWER[给力]主题微博，评论晒出你的最具POWER的爱国宣言[good]，就有机会获得城市英雄游戏币50枚喔。[花心][鼓掌][花心][鼓掌][花心][鼓掌],False,118,1,专业版微博,0,1348243065,163,True,True,f,1573.0,2259.0,湖南 长沙,1340360654.0,655.0,2.0,,,0
2370,,"想研究外星人么？ 去爱大吧！！ 爱丁堡大学计划今年年底第一次提供寻找外星人的课程。。""Introduction to Astrobiology and the Search for Extraterrestrial Life"" 将由学校的星际生物学教授Charles Cockell 讲授！",False,82,1,微博 weibo.com,0,1342540737,607,True,True,m,17782.0,5464981.0,海外 英国,1321817500.0,2289.0,0.0,,,0
2371,,【果壳探索】【女性生理周期怎样影响经济决策 ？】月经周期跟女性的经济行为决策有关吗？这个问题第一眼看上去可能让大家觉得很荒谬。但事实上，科学家告诉我们这两件看似毫不相关的事情内部存在千丝万缕的联系。（@果壳网 @心事鉴定组）http://t.cn/a9XoNl,True,70,1,微博 weibo.com,0,1308538780,311,True,True,m,15228.0,6631454.0,广东 广州,1251448494.0,150.0,3.0,,,0
2372,,看了《中国好歌曲》，出现一位叫杨众国的音乐人时，评委暴露出不适合这档节目的一面，他们能评点一个歌手有没有走音，但对各种音乐形式缺少最基本的素养，甚至看得出，平时对当下世界音乐潮流不大敏感，否则不会那样茫然。几十年里，中国主流乐坛只能抬头仰望格莱美，底下闷骚点唱歌技巧ABC的活儿。,False,142,0,微博手机版,49,1389974393,389,True,False,m,3420.0,149364.0,上海,1281630102.0,1353.0,0.0,,,0
2373,,【微博报讯】据东方早报报道，财报显示：南方报业传媒集团一季度营业收入5.12亿元，亏损1.23亿元。,False,58,1,微博 weibo.com,0,1338010062,147,True,True,m,7721.0,282392.0,北京,1297525895.0,896.0,3.0,,,0
2374,,【广东中山原官员篡改儿子公考成绩被判1年】因篡改儿子公务员考分构成徇私舞弊罪，广东中山人社局原纪委书记梁国影今日被判有期徒刑1年。梁国影为帮其子考上公务员，托农业局长制定特殊招录条件，在其子笔试成绩不能入围面试时，指使手下篡改成绩，并安排将其子面试成绩列为第一。http://t.cn/zWeoKur,True,698,0,微博 weibo.com,10,1346930058,652,True,True,f,118294.0,50909508.0,北京 海淀区,1251448476.0,660.0,3.0,,,0
2375,,强烈建议姑娘们不要找参与过此次反日打砸抢烧的男生做男朋友，哪怕仅口头表示赞成的也别考虑。他们要么是从没想过某天自己也会拥有贵重的私有财产，穷逼入骨；要么是觉得不管那么多眼前先爽了再说，这种人一定会不戴套搞你然后在你去做人流的时候推说公司要加班。（via：Susan在突厥）,False,39,0,iPhone客户端,2,1347810672,293,False,True,f,578.0,8311.0,其他,1315213227.0,1252.0,220.0,,,0
2376,,厄齐尔的另一面……很妩媚、很妖娆、很美丽有木有？？！！！[晕],False,273,1,微博 weibo.com,0,1303179001,844,True,True,m,176030.0,9021943.0,北京,1251448479.0,1354.0,3.0,,,0
2377,,传南都惊天预告的内容：1）文章姚笛开放被抓。2）彭于晏白百何宣布牵手。公公可能会选择第一个，凭感觉，貌似马伊琍是相关人员里今晚唯一发微博的。难熬的夜晚，南都娱乐究竟抓到什么独家猛料了？难道相关人员都不曾去贿赂南都记者？真是有节操的记者哇，让我们拭目以待。,False,269,1,微博 weibo.com,101,1396022240,164,True,True,m,1044.0,196437.0,北京 朝阳区,1275541879.0,186.0,0.0,,,0
2378,,#虎扑亮回复#“不能再败，我发誓下场不赢火箭30分，我名字倒着写！！！”——德韦恩韦德 http://t.cn/8sAWDBj,True,202,1,微博 weibo.com,232,1394865326,493,True,True,f,96937.0,3156910.0,上海 虹口区,1251356413.0,899.0,3.0,topic,,0
2379,,【国有资产对财政贡献几何？】政协副主席黄孟复：现国有资产有100多万亿，加金融、国资近140万亿，这么多国有资产。去年财政报表上，国有资产经营收入800亿，其中700多亿返还给国有企业，解决国有企业困难，最后上缴财政就70亿。100多万亿国资，最终上缴财政的才70多亿。 @思想汇聚人生,False,105,1,小鸟定时,1,1358430304,351,True,True,m,2924.0,1865549.0,贵州,1287363586.0,775.0,0.0,,,1
2380,,【费明：我向老师道歉 再晚就没机会了】“如果你对另一个人进行了莫须有的栽赃、迫害，或者给他心灵造成了苦难，你应当在明白这些事情的时候，表达出你的歉意，并且忏悔，得到他的原谅，这才是一个人。如果过了半个世纪都没有向老师道歉的这个意识，那太悲哀了。”（凤凰网）http://t.cn/zQm13oZ,True,163,1,微博 weibo.com,60,1376667929,680,True,True,m,63870.0,21025885.0,北京,1251721602.0,1698.0,3.0,,,0
2381,,【有时候，你可以换个方式看看这世界[照相机]】摄影师Joel Robinson的这些自拍照片，每一张都把自己缩小，然后配合着相应地显得放大了若干倍的日常物件，每一张都像爱丽丝漫游仙境般！人生难免不如意，有时，换个方式看这世界，你会发现处处有惊喜。[挤眼],False,91,1,皮皮时光机,48,1365782230,626,True,True,m,80812.0,26619821.0,上海 闵行区,1251448543.0,740.0,3.0,,,0
2382,,MC:top的竞争力是？TOP:因为我整天都在和自己做斗争，什么事情都是这样，所以我觉得应该是我自己。[好激动]崔演员突然变成崔三岁跑了一圈，弟弟们无比淡定拍手，他就幼稚完自己在害羞[最右]大家都看习惯了啊，播出也无所谓 http://t.cn/h4Ef3D,True,33,0,微博 weibo.com,2,1352908609,232,False,True,m,8202.0,750719.0,海外 其他,1286983182.0,44.0,-1.0,,,0
2383,,有木有人和我一样。睡觉时头总爱靠在枕头的一角。据说这样的孩纸，都没安全感。,False,99,1,皮皮时光机,5,1356277804,374,True,True,f,57816.0,2491044.0,广东 广州,1285327796.0,36.0,0.0,,,0
2384,,今天端午拍摄没有粽子吃，月明星稀下独自望着远去的红河，清晰看到2300年前的一个身影，辗转流离，远离故土，满腔报国无门的悲叹。回乡既不可能，求贤又不得志，被发行吟泽畔，颜色憔悴空怀抱负。在无可奈何之际，他自沉于汨罗江中，以明其忠贞爱国之怀，虽九死而无悔矣！古往今来，几多屈原共壮哉！,False,70,0,微博 weibo.com,0,1340378168,88,True,True,m,1016.0,80254.0,北京,1296212366.0,3011.0,0.0,,,0
2385,,【独家视频】《绿箭侠》的肌肉型男 Oliver、《邪恶力量》的超能萌兄弟、《灭世》的神勇大叔 Rachel、《破产姐妹》的毒舌女神 Max、《吸血鬼日记》的吸血鬼女王 Elena ！华纳巨星大集合，专属寄语送给你！http://t.cn/zYn0DJt 【美剧电影全网首播，敬请关注官方微博 @全球美剧电影】 @吸血鬼日记粉丝会,True,82,1,专业版微博,8,1362753051,383,True,True,f,7087.0,9012188.0,海外 美国,1305571732.0,28.0,3.0,,,0
2386,,淹在大的水也阻止不了姐吃东西!!!,False,233,1,时光机,0,1307685021,870,True,True,m,71513.0,11216554.0,湖北 武汉,1281455136.0,929.0,0.0,,,0
2387,,【[泪] 再见，朋友】美国业余摄影师钱尼在博茨瓦纳一个野生动物公园旅行时拍摄到令人感动的一幕：一头母象在死去朋友的尸体旁守护了数小时，赶走那些想要接近这具腐尸的秃鹫和鬣狗。它慢慢地用象鼻握住死去同伴的象牙，并静静地保持着这个姿势，像是在跟自己的朋友告别……http://t.cn/zRZyW2b环球网,True,90,1,皮皮时光机,246,1380642319,433,True,True,m,80812.0,26619822.0,上海 闵行区,1251448543.0,740.0,3.0,,,0
2388,,【每日邮报：火星可能遭彗星撞击？】天文学家研究显示明年10月将有一颗彗星途径太阳系，可能与火星发生碰撞。就目前的数据来看，这颗彗星将与火星擦肩而过，但彗星轨道不可预知，既可能远离火星，也可能直接撞击。他还表示若发生撞击将形成10亿兆吨级爆炸，相当于迄今为止最强核武器的2500万倍。微讯,False,34,1,皮皮时光机,3,1362300012,79,True,True,m,85876.0,7890767.0,广东 广州,1291884494.0,2524.0,3.0,,,0
2389,,找到了，截个图哈，“去过中国吗？我去过香港、台湾和上海” by 堂本刚（真是好孩子，地理和世界史学得不错=v=）,False,16,1,微博 weibo.com,1,1348329462,401,False,True,f,17597.0,1493.0,其他,1274449028.0,480.0,-1.0,,,0
2390,,【杜根定律】强者未必是胜利者，而胜利迟早都属于有信心的人。换句话说，你若仅仅接受最好的，你最后得到的常常也就是最好的，只要你有自信。一个人胜任一件事，85%取决于态度，15%取决于智力，所以一个人的成败取决于他是否自信，假如这个人是自卑的，那自卑就会扼杀他的聪明才智。,False,100,1,iPad客户端,0,1335628524,655,False,True,m,49746.0,1008920.0,北京 朝阳区,1297775637.0,1831.0,-1.0,,,0
2391,,某发行悍将称，#泰囧#票房不过3亿就辞职！@影评老大爷暗夜骑士,False,68,0,Android客户端,0,1352385446,70,False,True,m,4287.0,1646.0,北京,1276395406.0,989.0,-1.0,topic,,0
2392,,震惊，哀悼！！！@李一 : 章培恒先生2011年6月7日零点22分 上海华山医院去世。,False,35,0,微博 weibo.com,0,1307391626,218,False,True,m,21363.0,1960.0,上海 杨浦区,1300560981.0,964.0,-1.0,,,0
2393,,如果你不能陪你最心爱的球队一起度过艰难的岁月，那么当你最心爱的球队辉煌时请别回来。如果你不看足球，或许你永远都不会知道，他们所捍卫的不仅仅是那份荣誉，而是身上那份纯洁的白色。爱皇马的请不要放弃，恨皇马的也请不要放弃，因为只有深爱皇马的人才明白，什么是Hala Madrid! 作者：@小春Free,False,105,1,华为Ascend手机,6,1354118238,636,False,True,f,13423.0,126447.0,海外 西班牙,1282057012.0,79.0,-1.0,,,0
2394,,【去鼻子黑头】1.将卸妆油或者卸妆乳以打圈的方式涂在鼻子上；2.按摩后，取一张保鲜膜，包住整个鼻子，鼻孔处戳两个洞呼吸；3.将电吹风调至热风挡，对着鼻子吹30秒；4.撕下保鲜膜，打圈按摩，也可用粉刺棒轻刮；5.用洗面奶再清洁一次，拍上具有收敛作用的爽肤水。,False,241,1,微博 weibo.com,0,1335523623,457,False,True,f,1099.0,59093.0,上海 黄浦区,1309083654.0,52.0,-1.0,,,0
2395,,#晚安#一人一半，是伴；一人一口，是侣。伴侣就是：每天有好吃的一人一半，你一口我一口；慢慢地就成为一对快乐的胖纸。而过年就是：老老少少一家人，聚在一起，吃吃喝喝，说说笑笑，欢欢喜喜地迎接新年。,False,99,1,皮皮时光机,16,1360079883,380,True,True,m,85876.0,7890767.0,广东 广州,1291884494.0,2524.0,3.0,topic,,0
2396,,【VIP专属】EN NOIR设计师Noirrob亲自写韩文感谢信，感谢G-Dragon穿了他设计的衣服。写道：“致G-DRAGON君：您穿了EN NOIR的衣服，我感到无比荣幸。期待之后能跟您见一面，亲自告诉我您未来还需要什么，真的很感谢。” 权icon又被设计师感谢了~PS：不过~我们志龙君的名字是“지드래곤”这样写的哦~,False,128,1,大麦网凤凰应用,110,1365989305,545,True,True,f,9011.0,1253597.0,海外 韩国,1304505806.0,67.0,0.0,,,0
2397,,武艺网宣组开始招新啦。现阶段开始招管理若干。只要你满足以下条件1爱武艺2每天在线4小时以上3有信心和网宣组同甘苦（有管理经验者优先）你想认识一群志同道和的朋友吗你想让更多人知道并陪你一起爱武艺吗你想在网宣获得更多奖品吗心动不如行动快快加入我们吧～有意者请私信本微博…PS：另招美文美图,False,350,1,微博桌面,2,1341410623,290,False,True,m,1207.0,4483.0,海外 加拿大,1308536127.0,85.0,-1.0,,,0
2398,,【你好，明天】年，一天天近了。在奔波的路人心中，家就是一扇门、几间屋。可对房姐、房爷来说，门有几多、屋有几何？人不能和人比，可制度应平等对待每个人。改革收入分配，政府不能简单切蛋糕，更要致力于公平规则的建立。公权一旦成为特殊群体的利益垄断工具，将肥了少数人、苦了天下人。安。,False,318,1,人民日报微博,54,1360079844,879,True,True,m,65922.0,48244005.0,北京,1342895315.0,1996.0,3.0,,,0
2399,,【潘粤明获儿子探班 顶顶喊着爸爸扑进他怀里】8月17日讯，潘粤明的儿子顶顶亲自来《帝国秘符》的拍摄现场，给爸爸探班，让一旁的伊能静羡慕不已：“当时小朋友一看见粤明，眼睛就亮了，一边喊着爸爸爸爸一边扑进他怀里，看着特别感人。”,False,89,1,微博 weibo.com,3,1376710260,923,False,True,f,26336.0,8270297.0,北京 东城区,1291616624.0,245.0,-1.0,,,0
2400,,"【论工作时喝酒的危害性。。。[衰]】13日，在西安做生意的一男子被仨绑匪劫持。一路上他与绑匪""谈心""喝酒，聊家庭，聊父母。""其中一个觉得亏欠父母太多，哭了起来，把架在我脖子上的刀也放下了。""一绑匪说，被抓不会报复他，愿和他交朋友。赎金也从120万降到10万。最后男子被解救，绑匪被抓。(人民网)",False,184,1,微博 weibo.com,64,1377013058,570,True,True,m,106994.0,5010499.0,北京,1297952137.0,611.0,3.0,,,0
2401,,【这年头，“供电局班长”也惹不起……】17日11时，柳州交警对一辆违章大货车检查扣证，与该车司机一起的男子自称是“供电局班长”，不还证就把电停了，说完便离开。结果12时15分，正值中午交通高峰时段，红绿灯真的“不幸”熄灭，交通瘫痪了半个多小时。经查，被查的大货车属于城市照明管理处。新华网,False,351,1,皮皮时光机,54,1368872427,755,True,True,m,80812.0,26619823.0,上海 闵行区,1251448543.0,740.0,3.0,,,0
